Frame,Rotation_X,Rotation_Y,Rotation_Z
329,2.303835,-5.752605,-3.141593
330,2.331761,-5.745624,-3.141593
331,2.352705,-5.731661,-3.141593
332,2.373648,-5.731661,-3.141593
333,2.394592,-5.724680,-3.141593
334,2.443462,-5.710717,-3.141593
335,2.485349,-5.703736,-3.141593
336,2.520256,-5.696754,-3.141593
337,2.562144,-5.689774,-3.141593
338,2.611013,-5.682792,-3.141593
339,2.645920,-5.675810,-3.141593
340,2.666864,-5.668829,-3.141593
341,2.673845,-5.668829,-3.141593
342,2.687808,-5.668829,-3.141593
343,2.694789,-5.668829,-3.141593
344,2.708751,-5.668829,-3.141593
345,2.722714,-5.668829,-3.141593
346,2.757621,-5.675810,-3.141593
347,2.764602,-5.682792,-3.141593
348,2.771583,-5.682792,-3.141593
349,2.785546,-5.682792,-3.141593
350,2.799509,-5.675810,-3.141593
351,2.806490,-5.675810,-3.141593
352,2.820453,-5.675810,-3.141593
353,2.827434,-5.661848,-3.141593
354,2.848378,-5.647885,-3.141593
355,2.869322,-5.626941,-3.141593
356,2.890266,-5.592034,-3.141593
357,2.904228,-5.550146,-3.141593
358,2.939135,-5.473352,-3.141593
359,2.974041,-5.382595,-3.141593
360,2.988004,-5.333726,-3.141593
361,3.001967,-5.270894,-3.141593
362,3.008948,-5.229006,-3.141593
363,3.015929,-5.194099,-3.141593
364,3.015929,-5.173155,-3.141593
365,3.015929,-5.152211,-3.141593
366,3.015929,-5.131268,-3.141593
367,3.022911,-5.110323,-3.141593
368,3.022911,-5.089379,-3.141593
369,3.022911,-5.082397,-3.141593
370,3.015929,-5.054472,-3.141593
371,3.015929,-5.026547,-3.141593
372,3.008948,-4.998622,-3.141593
373,3.008948,-4.970696,-3.141593
374,2.994985,-4.907865,-3.141593
375,2.988004,-4.879940,-3.141593
376,2.981023,-4.838052,-3.141593
377,2.974041,-4.768238,-3.141593
378,2.974041,-4.698425,-3.141593
379,2.974041,-4.642575,-3.141593
380,2.981023,-4.586724,-3.141593
381,2.988004,-4.523892,-3.141593
382,2.994985,-4.461061,-3.141593
383,3.001967,-4.412191,-3.141593
384,3.015929,-4.356341,-3.141593
385,3.029892,-4.300490,-3.141593
386,3.036874,-4.258603,-3.141593
387,3.043855,-4.237659,-3.141593
388,3.057817,-4.216714,-3.141593
389,3.064799,-4.174827,-3.141593
390,3.071780,-4.153882,-3.141593
391,3.085742,-4.105013,-3.141593
392,3.085742,-4.070107,-3.141593
393,3.092723,-4.049163,-3.141593
394,3.092723,-4.021237,-3.141593
395,3.092723,-4.007275,-3.141593
396,3.092723,-3.993312,-3.141593
397,3.092723,-3.972368,-3.141593
398,3.092723,-3.958405,-3.141593
399,3.092723,-3.951424,-3.141593
400,3.085742,-3.944443,-3.141593
401,3.085742,-3.944443,-3.141593
402,3.085742,-3.937462,-3.141593
403,3.085742,-3.937462,-3.141593
404,3.092723,-3.930480,-3.141593
405,3.092723,-3.930480,-3.141593
